sr_number,sr_type,sr_short_code,created_department,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,electricity_grid,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,parent_sr_number,electrical_district
SR21-00003876,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:15:48.000,2021-01-02T09:30:26.000,2021-01-02T09:15:48.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003877,Ice and Snow Removal Request,SDO,,Streets and Sanitation,Completed,Internet,2021-01-02T09:15:49.000,2021-01-02T09:32:00.000,2021-01-02T09:32:00.000,4855 W MONTROSE AVE,,,60641,4855,W,MONTROSE,AVE,False,False,15,45,D012,2,16,1624,12,9,7,1,1142964.745293,1928725.915259,41.960478836437225,-87.7497891530228,"{'latitude': '41.960478836437225', 'longitude': '-87.7497891530228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003878,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-02T09:15:55.000,2021-01-02T09:30:26.000,2021-01-02T09:15:55.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,9,7,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003879,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-02T09:16:30.000,2021-01-02T09:30:26.000,2021-01-02T09:16:30.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,9,7,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003880,Ice and Snow Removal Request,SDO,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-02T09:16:33.000,2021-01-02T09:32:00.000,2021-01-02T09:32:00.000,5838 W CULLOM AVE,,,60634,5838,W,CULLOM,AVE,False,False,15,38,B012,2,16,1624,11,9,7,1,1136492.441004,1928045.177345,41.958729308229735,-87.77360125025074,"{'latitude': '41.958729308229735', 'longitude': '-87.77360125025074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003881,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:17:12.000,2021-01-02T09:30:26.000,2021-01-02T09:17:13.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003882,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:17:16.000,2021-01-02T09:30:26.000,2021-01-02T09:17:17.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003883,Recycling Pick Up,SRRP,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-02T09:17:38.000,2021-01-09T08:06:21.000,2021-01-09T08:06:21.000,11959 S LA SALLE ST,,,60628,11959,S,LA SALLE,ST,False,False,53,9,P051,2,05,0522,18,9,7,1,1177483.957903,1825425.197746,41.67629762677081,-87.62600637978231,"{'latitude': '41.67629762677081', 'longitude': '-87.62600637978231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003884,Viaduct Light Out Complaint,SFC,,CDOT - Department of Transportation,Completed,Mobile Device,2021-01-02T09:17:42.000,2021-01-22T12:08:35.000,2021-01-22T12:08:35.000,1918 N LARAMIE AVE,,,60639,1918,N,LARAMIE,AVE,False,False,19,37,C018,1,25,2515,26,9,7,1,1141403.279872,1912384.648156,41.915665821228146,-87.7559345977261,"{'latitude': '41.915665821228146', 'longitude': '-87.7559345977261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003885,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:17:51.000,2021-01-02T09:30:40.000,2021-01-02T09:17:51.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003886,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:18:00.000,2021-01-02T09:30:26.000,2021-01-02T09:18:01.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003887,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:18:29.000,2021-01-02T09:30:26.000,2021-01-02T09:18:29.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003888,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:18:57.000,2021-01-02T09:30:40.000,2021-01-02T09:18:57.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003889,Sanitation Code Violation,SCB,,Streets and Sanitation,Completed,Internet,2021-01-02T09:19:08.000,2021-01-05T13:29:22.000,2021-01-05T13:29:22.000,2160 W FULLERTON AVE,,,60647,2160,W,FULLERTON,AVE,False,False,22,1,K016,3,14,1432,42,9,7,1,1161084.980853,1915923.923368,41.92499146931906,-87.68352679097016,"{'latitude': '41.92499146931906', 'longitude': '-87.68352679097016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003890,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:19:13.000,2021-01-02T09:30:26.000,2021-01-02T09:19:14.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003891,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:19:29.000,2021-01-02T09:30:40.000,2021-01-02T09:19:29.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003892,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:19:36.000,2021-01-02T09:30:40.000,2021-01-02T09:19:36.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003893,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:19:45.000,2021-01-02T09:30:26.000,2021-01-02T09:19:45.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003894,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:19:51.000,2021-01-02T09:30:40.000,2021-01-02T09:19:51.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003895,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:20:03.000,2021-01-02T09:30:26.000,2021-01-02T09:20:04.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003896,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:20:38.000,2021-01-02T09:30:26.000,2021-01-02T09:20:38.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003898,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:21:23.000,2021-01-02T09:30:26.000,2021-01-02T09:21:23.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003899,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:21:47.000,2021-01-02T09:30:26.000,2021-01-02T09:21:47.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,69,5,R039,2,03,0323,12,9,7,1,1182735.714733,1858052.179943,41.76571010801024,-87.60577453666181,"{'latitude': '41.76571010801024', 'longitude': '-87.60577453666181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003901,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:22:01.000,2021-01-02T09:30:26.000,2021-01-02T09:22:01.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003902,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-02T09:22:05.000,2021-01-02T09:30:26.000,2021-01-02T09:22:05.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,9,7,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003903,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-02T09:22:12.000,2021-01-02T09:30:40.000,2021-01-02T09:22:13.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,9,7,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003904,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-02T09:22:26.000,2021-01-02T09:30:40.000,2021-01-02T09:22:26.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,9,7,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003905,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:23:45.000,2021-01-02T09:30:40.000,2021-01-02T09:23:45.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003906,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:24:11.000,2021-01-02T09:30:26.000,2021-01-02T09:24:11.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003907,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-02T09:24:20.000,2021-01-02T09:30:26.000,2021-01-02T09:24:20.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,9,7,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003908,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:24:28.000,2021-01-02T09:30:26.000,2021-01-02T09:24:28.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003909,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:24:29.000,2021-01-02T09:30:40.000,2021-01-02T09:24:29.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003910,Buildings - Plumbing Violation,BBC,311 City Services,DOB - Buildings,Completed,Phone Call,2021-01-02T09:24:41.000,2021-03-04T08:35:02.000,2021-03-04T08:35:02.000,6357 S CALIFORNIA AVE,,,60629,6357,S,CALIFORNIA,AVE,False,False,66,17,J037,2,08,0825,6,9,7,1,1158913.843911,1862107.439509,41.77735809518113,-87.69297916253309,"{'latitude': '41.77735809518113', 'longitude': '-87.69297916253309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003911,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-02T09:24:42.000,2021-01-02T09:30:26.000,2021-01-02T09:24:42.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,9,7,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003913,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:25:21.000,2021-01-02T09:30:40.000,2021-01-02T09:25:21.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003915,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:26:18.000,2021-01-02T09:30:26.000,2021-01-02T09:26:19.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003916,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:27:34.000,2021-01-02T09:30:26.000,2021-01-02T09:27:35.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003917,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:27:45.000,2021-01-02T09:30:26.000,2021-01-02T09:27:45.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,32,42,P022,2,01,0122,9,9,7,1,1174418.741806,1901942.669572,41.88633849034066,-87.63495109417957,"{'latitude': '41.88633849034066', 'longitude': '-87.63495109417957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003918,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-02T09:27:48.000,2021-01-02T09:30:26.000,2021-01-02T09:27:48.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,9,7,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003919,Building Violation,BBA,311 City Services,DOB - Buildings,Completed,Phone Call,2021-01-02T09:28:30.000,2021-01-28T16:16:30.000,2021-01-28T16:16:28.000,225 E 121ST ST,,,60628,225,E,121ST,ST,False,False,53,9,Q051,3,05,0532,45,9,7,1,1180072.141731,1824686.581734,41.67421206044316,-87.61655553123873,"{'latitude': '41.67421206044316', 'longitude': '-87.61655553123873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003920,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:28:36.000,2021-01-02T09:30:26.000,2021-01-02T09:28:36.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003921,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:28:55.000,2021-01-02T09:30:26.000,2021-01-02T09:28:55.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003923,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:29:14.000,2021-01-02T09:30:26.000,2021-01-02T09:29:14.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003924,Vicious Animal Complaint,EAF,311 City Services,Animal Care and Control,Completed,Phone Call,2021-01-02T09:29:19.000,2021-01-02T10:28:34.000,2021-01-02T10:28:34.000,124 N KILDARE AVE,,,60624,124,N,KILDARE,AVE,False,False,26,28,F022,1,11,1114,23,9,7,1,1147692.279717,1900471.908833,41.88285748995871,-87.73313526318107,"{'latitude': '41.88285748995871', 'longitude': '-87.73313526318107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003925,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:29:20.000,2021-01-02T09:30:26.000,2021-01-02T09:29:20.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003926,Garbage Cart Maintenance,SIE,,Streets and Sanitation,Completed,Mobile Device,2021-01-02T09:29:33.000,2021-01-25T10:58:58.000,2021-01-25T10:58:58.000,8611 S JEFFERY BLVD,,,60617,8611,S,JEFFERY,BLVD,True,False,45,8,V042,1,04,0412,50,9,7,1,1191079.439544,1848202.913878,41.738485126141406,-87.57551047104198,"{'latitude': '41.738485126141406', 'longitude': '-87.57551047104198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SR20-05526166,
SR21-00003927,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-02T09:29:48.000,2021-01-02T09:30:26.000,2021-01-02T09:29:48.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,9,7,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003928,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:30:05.000,2021-01-02T10:31:11.000,2021-01-02T09:30:05.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003929,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:30:19.000,2021-01-02T10:30:30.000,2021-01-02T09:30:19.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003930,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:30:48.000,2021-01-02T10:31:11.000,2021-01-02T09:30:48.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003932,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:30:58.000,2021-01-02T10:30:30.000,2021-01-02T09:30:59.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003933,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-02T09:31:09.000,2021-01-02T10:30:30.000,2021-01-02T09:31:09.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,9,7,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00003935,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-02T09:31:35.000,2021-01-02T10:30:30.000,2021-01-02T09:31:36.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,9,7,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
